id	name
1370	Unit Dose Code
1371	Unit Rate
1373	Measurement Method or Device
1374	Payment Adjustment Code
1375	Interim Hazardous Material Regulatory Number
1376	Investor Reporting Action Code
1378	Waybill Cross-Reference Code
1379	Loan Verification Code
1382	Oxygen Delivery System Code
1383	Claim Submission Reason Code
1384	Patient Location Code
1387	Rate Qualifier
1390	Eligibility or Benefit Information
1392	Market Profile
1393	Media Type Identifier
1395	Configuration Type Code
1396	Equipment Use Code
1397	Inquiry Response Code
1398	Inquiry Selection Code
1400	Hierarchy Code
1401	Proposal Data Detail Identifier Code
1402	Equipment Attribute Code
1403	Implant Type Code
1404	Implant Status Code
1407	Investor Ownership Type Code
1408	Remittance Type Code
1413	Usage Indicator
1415	Specimen Kit Type Code
1420	Title Insurance Services Code
1422	Damage Status Code
1423	License Plate Type
1425	Recovery Classification Code
1426	Recovery Condition Code
1428	Master In-bond Type Code
1429	Construction Type
1430	Day Rotation
1431	Preference
1432	Business Purpose of Assurance
1434	Domain of Computation of Assurance
1435	Assurance Originator
1436	Assurance Recipient
1437	Date/Time Reference
1438	Assurance Text
1439	Assurance Token Parameter Code
1440	Assurance Digest
1442	Assurance Token Parameter Value
1443	Assurance Reference Number
1460	Part of Body Code
1465	Proximity Code
1466	Location Type Code
1468	Reason Stopped Work Code
1469	Affected Area or Section Code
1470	Number
1472	Report Section Number
1473	Pricing Methodology
1476	Language Proficiency Indicator
1482	Mechanical Car Code
1484	Problem Log Reason Code
1485	Service Commitment Type Code
1487	Retrip Reason Code
1488	Bad Order Reason Code
1489	Hold Reason Code
1490	Association of American Railroads Car Grade Code
1491	Parameter Trace Registration Type Code
1492	Parameter Trace Type Code
1493	Output Event Selection Code
1494	Transportation Condition Code
1495	Query Type Code
1496	Property Description Qualifier
1497	Notification Entity Qualifier
1499	Rate Application Code
1511	Type of Deduction
1514	Delay Reason Code
1520	Display Type Code
1521	Marketing Type Code
1522	Coupon Type Code
1523	Labor Activity Code
1524	Benefit Modifier
1525	Request Category Code
1526	Policy Compliance Code
1527	Exception Code
1528	Component Data Element Position in Composite
1540	Net Cost Code
1543	Equipment Orientation Code
1546	Preferential Duty Criteria Code
1549	Convertibility Rate Type Code
1550	Index Qualifier
1551	Message Text
1552	Option Type Code
1553	License Type Code
1554	Tag Status Code
1555	Automatic Equipment Identification Consist Confidence Level Code
1556	Train Termination Status Code
1557	Movement Type Code
1558	Academic Summary Source
1559	Automatic Equipment Identification Site Status Code
1560	Interchange Type Code
1561	Rail Junction Settlement Role Code
1564	Protocol ID
1565	Look-up Value
1566	Keying Material
1567	One-time Encryption Key
1568	Algorithm ID
1569	Algorithm Mode of Operation
1570	Filter ID Code
1571	Compression ID
1572	Security Value Qualifier
1573	Encoded Security Value
1574	Assurance Algorithm
1575	Hashing Algorithm
1576	Inspected/Weighed Indicator Code
1577	Hazardous Material Regulations Exception Code
1578	Export Exception Code
1579	Accrual Rate Method Code
1585	Shape Code
1588	Political Party Affiliation Code
1589	Harbor Maintenance Fee (HMF) Exemption Code
1590	Asset Liability Type Code
1591	Type of Activity Code
1592	Type of Rating Code
1594	Controlled Substance Type Code
1595	Government Service Affiliation Code
1596	Military Service Rank Code
1599	Hazardous Vehicle Type Code
1600	Freight Rate Qualifier
1601	Rated-as Qualifier
1602	Bill of Lading Charge Code
1603	Route of Administration
1606	Animal Disposition Code
1607	Test Type Code
1608	Non-Numeric Test Value
1609	Related Data Identification Code
1610	International Dutiable Status Code
1611	Observation Type Code
1612	Tissue or Specimen Disposition Code
1614	Sub-Location
1615	Observation Distribution
1616	Observation Severity
1617	Neoplasm Code
1618	Linkage Identifier
1619	Parturition Status Code
1620	Offspring Count Code
1621	Security Version/Release Identifier Code
1622	Offspring/Fetus Status Code
1626	Interest Rate Calculation Method Code
1627	Underwriting Method Code
1629	Information Request Result Code
1630	Thoroughfare Type Qualifier
1631	Thoroughfare Type Code
1632	General Territory Code
1633	Financial Statement Format Code
1634	Business Professional Title Code
1635	General Property Ownership Code
1636	Account Relationship Code
1637	Net/Gross Code
1638	Value Detail Code
1642	Cryptographic Management Purpose
1644	Service Request Code
1650	Shipment Status Code
1651	Shipment Status or Appointment Reason Code
1652	Shipment Appointment Status Code
1653	Shipment Appointment Reason Code
1654	Longitude Code
1655	Latitude Code
1656	Premium Rate Pattern Code
1657	Premium Source Entity Code
1658	Shipment or Work Assignment Decline Reason Code
1661	Source Code
1662	Rate Request ID
1663	Rate Response Suffix
1664	Lane Ranking
1675	Look-up Value Protocol Code
1678	Insurer Guarantor Type Code
1679	Insurer Coverage Indicator Code
1680	Refinance Type Code
1681	Primary Source of Index Code
1684	Attendance Type Code
1685	Tax Treatment Code
1687	Earnings Rate of Pay
1688	Deduction Type Code
I01	Authorization Information Qualifier
I02	Authorization Information
I03	Security Information Qualifier
I04	Security Information
I05	Interchange ID Qualifier
I06	Interchange Sender ID
I07	Interchange Receiver ID
I08	Interchange Date
I09	Interchange Time
I10	Interchange Control Standards Identifier
I11	Interchange Control Version Number
I12	Interchange Control Number
I13	Acknowledgment Requested
I14	Usage Indicator
I15	Component Element Separator
I16	Number of Included Functional Groups
I17	Interchange Acknowledgment Code
I18	Interchange Note Code
I19	Interconnect Mailbag Version Number
I20	Interconnect Mailbag Logon ID
I21	Interconnect Mailbag Password
I22	Interconnect Mailbag ID Qualifier Code
I23	Interconnect Mailbag Sender ID
I24	Interconnect Mailbag Receiver ID
I25	Interconnect Mailbag Date
I26	Interconnect Mailbag Time
I27	Interconnect Mailbag Time Code
I28	Interconnect Mailbag Control Number
I29	Interconnect Mailbag Test Indicator
I30	Interconnect Mailbag Acknowledgment Count
I31	Interconnect Mailbag Interchange Count
I32	Interconnect Mailbag Acknowledgment Action Code
I33	Interconnect Mailbag Error Code
I34	Grade of Service Code
I35	Delivery Date
I36	Delivery Time
I37	Delivery Time Code
I38	Service Request Handler ID Qualifier
I39	Service Request Handler ID
I40	Action Code
I41	Action Date
I42	Action Time
I43	Error Reason Code
I44	Reported Start Segment ID
I45	Reported Control Number
I46	Reported Date
I47	Reported Time
I48	Reported Interchange Sender ID Qualifier
I49	Reported Sender ID
I50	Reported Interchange Receiver ID Qualifier
I51	Reported Receiver ID
I52	First Reference ID Qualifier
I53	First Reference ID
I54	Second Reference ID Qualifier
I55	Second Reference ID
I56	Reference Code Qualifier
I57	Reference Code
I58	Report Type Code
I59	Report Identifier
I60	Report Incremental Indicator Code
I61	Message Direction Code
I62	Report Status Level Code
I63	Report Level of Detail Code
I64	Reported Group or Transaction Identifier
