id	definition
RN	Rent Control
RO	Equipment is Rebuilt
RP	Individual Injured in Performance of Duty
RQ	Individual Injured by Third Party
RR	Quality of Management and its Enforcement of Rules and Regulations Based on General Appearances
RS	Pay Continued
RT	Sick Leave Taken
RU	Signature on File
RV	Low Refrigerant Capacity Shutdown
RW	Recent Defrost
RX	Rated Horsepower can be Produced
RY	Foreign Military Sale
RZ	Waiver of Prior Notice
S1	Services Provided at the Second Facility were available at the First Facility
S2	Under Treatment
S3	First Time Vacant
S5	Disclosure Indicator
SA	Subject Property is Currently Listed
SB	Debtor is a Small Business as Defined in 11 U.S.C. Section 101
SC	Special Services are Mobile Home Only
SD	Special Services are Leasehold or Mobile Home or Both
SE	Debtor Elects to be Considered as a Small Business Under 11 U.S.C. Section 1121(e)
SF	Sensor Fault
SG	Street Lights are Public
SH	Special Services are Leasehold or Subleasehold or Both
SL	Speech Limitations
SM	Currently Serving in Military
SN	Major Base Support
SO	Critical Support Level Met
SP	Street is Public
SQ	Local Wages in Effect
SR	Federal Worker Displacement
ST	New Services Requested
SU	Continued Services Requested
SV	Major Corporation/High Tech
SW	Sidewalk is Public
SX	Collective Bargaining Agreement Sent by Mail
SY	Collective Bargaining Agreement Sent by Facsimile
SZ	Contract
T1	Road Test Performed with No Problems Reported
T2	Road Test Performed with Problems Reported
T3	Tires' Brand Match
T4	Real Estate Taxes are Current
T5	Hazard Insurance is Current
T6	Terminate Guarantee
TA	Collective Bargaining Agreement Sent by Electronic Bulletin Board
TB	Debtor has No Creditors Holding Unsecured Nonpriority Claims
TC	Transport via Cargo Aircraft
TD	Annual Leave Taken
TE	Item is Special Test Equipment
TF	Operates as Representative For Others
TM	Traction Motor is Cut Out
TP	Transport via Passenger Aircraft
TR	Transfer to Bed, or Chair, or Both
TV	Telephone Number Verified
U1	Minimal Change
U2	Neat Appearance
U3	Net Worth Computed after Exemptions
U4	Net Worth Considerably Higher
U5	Net Worth Higher
U6	No Employees
U7	No Employees - Business Managed by Owner
U8	No Employees - Business Managed by Partners
U9	Not Out of Business
UA	Uninsurable, 1316 Property
UB	Conducted at a Profit
UC	Contingent Debt Indicated
UD	Continue
UE	Contracts Obtained by Bid
UF	Contracts Obtained by Negotiation
UG	Converted to Holding Company
UH	Cross Claim Filed
UI	Declining Tendency
UJ	Detrimental Events in Past, Relating to Business
UK	Detrimental Events in Past, Relating to Management
UL	Down or Decline or Decreased
UM	Employees Include Officers
UN	Uncooperative
UO	Employees Include Owners
UP	Employees Include Partners
UQ	Employees Include Temporary Workers
UR	Employees Vary According to Needs
US	Enclosed
UT	Up as Tolerated
UU	Extent of Audit, if any, Not Indicated
UV	Favorable Personal Reputation
UW	Figures are Abbreviated
UX	Figures are Converted to Agency Format
UY	Figures are Individual
UZ	Figures are Restated
V1	Valid Borrower Address or Phone Attempt with School Attended
V2	Lender Determined Borrower Moved Out of State
V3	Lender Determined Borrower Moved Back into State
V4	Lender Determined Borrower Incarcerated
V5	Lender Determined Borrower No Longer Incarcerated
V6	Original
V7	True and Exact Copy
VA	Intercompany Relations Exist
VB	Inventory Valued at Lower of Cost or Market
VC	Inventory Valued at Other Methods
VD	Operates as Sole Agent
VE	Without Personal Judgment
VF	Work is Subcontracted
VG	Not Registered
VH	Immediate Attention Required
VI	Vehicle Inspection Report Completed
VJ	Middle to Medium
VK	Rent Control Likely
VL	Furnished
VM	Price Range Single Family or Planned Unit Development Not Applicable
VN	Price Range Condominium Not Applicable
VO	Price Range Two to Four Family Not Applicable
VT	Commercial Motor Vehicle was Involved in this Conviction
VU	Commercial Motor Vehicle was Carrying Hazardous Materials when the Offense was Committed
W1	New Registration
W2	Mailing Address Change
W3	Residence Address Change
W4	Name Change
W5	Party Enrollment Change
W6	Needs Absentee Ballot
W7	Would Like to be Election Day Worker
W8	Duplicate Registration
W9	Forwarded Application
WA	Walker Required
WB	Water On
WC	Application Incomplete
WD	Vehicle Plate Surrendered
WE	Written Notice to Note Holder
WF	Written Notice to Borrower
WG	Within Specified Time Period
WH	Within Specified Range
WI	Injury was Work Related
WK	Summary Level Information
WL	Detail Level Information
WM	Non-occupant Co-borrower
WN	Unit is a Studio (Efficiency)
WO	Equipment in Working Order
WP	To be Watched
WR	Wheelchair Required
WS	Balance Sheet Filed
WT	Winterized Tag Observed
WU	Material Safety Data Sheet
WV	Accepts Credit Cards
WW	All Purchases Made from Headquarters
WX	Busy
WY	Excessive
WZ	Fairly new
XA	Figures are Average
XB	Imports
XC	In Process of Establishing
XD	Intercompany Relations Consist of Endorsements
XE	Intercompany Relations Consist of Guarantees
XF	Intercompany Relations Consist of Leasing Arrangements
XG	Intercompany Relations Consist of Sharing Accounting
XH	Intercompany Relations Consist of Sharing Facilities
XI	Intercompany Relations Consist of Sharing Management
XJ	Intercompany Relations Consist of Sharing Personnel
XK	Interest in Other Business(es) Along with Family
XL	Interest in Other Business(es) Along with Others in Reported Company
XM	Inventory Valued at Company's Estimates
XN	Inventory Valued at Cost
XO	Inventory Valued using AVCO (Average Cost)
XP	Joint Ownership
XQ	Leases with No Rent Payments
XR	Leases with Option to Buy
XS	Leases with Token Payment
XT	Limited
XU	Located for Several Years
XV	Located Since Opening
XW	Modern
XX	Non-Existent
XY	Officer or Owner in Other Businesses in the Same Field
XZ	Operates as a Distributor for Others
YA	Operates from Residence
YB	Operates under License by Others
YC	Rents from Month to Month
YD	Semi-modern
YE	Under Construction
YF	Unlimited
YG	Used
YH	Variable
YJ	Contact is Unchanged From Previous Report
ZA	Customer - Configuration Change is Required
ZB	Condition Board of Inspection and Survey (INSURV) is Mission Degrading
ZC	Condition Board of Inspection and Survey (INSURV) is Maintenance Related
ZD	Condition Board of Inspection and Survey (INSURV) is Safety Related
ZE	Repair is Mission Essential
ZF	Repair is Safety Essential
ZG	Periodic Maintenance is Required
ZH	Condition Board of Inspection and Survey (INSURV) Discrepancy is Corrected
ZI	Progress is in Jeopardy
ZK	Final - Configuration Change is Required
ZL	Final - Delivery to Shop is Required
ZM	Final - Requestor Workforce will Assist
ZN	Job is Level 2
ZO	Preliminary - Configuration Change is Required
ZP	Preliminary - Delivery to Shop is Required
ZQ	Preliminary - Requestor Workforce will Assist
ZR	Configuration Change is Associated with Time Meter
ZS	Shop Has Lead Responsibility
ZT	Estimate is Derived From Job Template
ZU	Requestor Holds Technical Documentation
ZW	Canadian Standards Association (CSA) Approved
ZY	Underwriters Laboratory (UL) Approved
ZZ	Mutually Defined
